Date,InvoiceNo,ProductCode,ProductName,ProductId,Qty,Discount,NetValue,Brand,CustomerCategory,ProductCategory,Route,RepId,RepCode,RepName,CustomerCode,CustomerName,ASM,RSM,Distributor,Type
2025-05-05,KAKREP010/SIN/216,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000057,"New Ama Stosr",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/216,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000057,"New Ama Stosr",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/216,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000057,"New Ama Stosr",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/215,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000056,"Mallika Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/215,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000056,"Mallika Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/215,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000056,"Mallika Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/215,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000056,"Mallika Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,OMI2REP016/SIN/31,FIG010,"Aloka 50 Exotic Flora",10,60.00,31.25,1650.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000161,"Sri Muththumari",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/31,FIG008,"Aloka 50 Garden Flora",8,60.00,31.25,1650.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000161,"Sri Muththumari",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/31,FIG007,"Aloka 50 Tropical Flora",7,60.00,31.25,1650.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000161,"Sri Muththumari",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/30,FIG010,"Aloka 50 Exotic Flora",10,12.00,31.25,330.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/30,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/30,FIG007,"Aloka 50 Tropical Flora",7,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,KAKREP010/SIN/214,FIG023,"Sri Lotus",23,12.00,6.25,900.00,Samindu,C1,"Sri Range","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000374,"Nishadi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/213,FIG038,"Sri Sambrani",37,25.00,6.25,1500.00,Samindu,C1,"Incense Powder","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000373,"Amarasinhe Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,BATREP017/SIN/141,FIG023,"Sri Lotus",23,12.00,25.00,720.00,Samindu,C1,"Sri Range",Vaharai,47,BATREP017,"Baticalo Rep 17",BATREP017-000239,"Achchuthan St",ASM,RSM,Proshan_Batticlo,sales
2025-05-05,KAKREP010/SIN/212,FIG010,"Aloka 50 Exotic Flora",10,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000372,"Sasan Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,OMI2REP016/SIN/29,FIG011,"Aloka 50 Wild Blossom",11,12.00,31.25,330.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/29,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/29,FIG007,"Aloka 50 Tropical Flora",7,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/28,FIG011,"Aloka 50 Wild Blossom",11,12.00,31.25,330.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/28,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/28,FIG007,"Aloka 50 Tropical Flora",7,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000160,"Svn Multi Shop ",ASM,RSM,Proshan_Omini02,sales
2025-05-05,OMI2REP016/SIN/27,FIG008,"Aloka 50 Garden Flora",8,24.00,31.25,660.00,Samindu,C1,"Aloka 50","Kopay to kondavil",45,OMI2REP016,"Omini 2 Rep 16",OMI2REP016-000033,"Fashion Baby Needs",ASM,RSM,Proshan_Omini02,sales
2025-05-05,KAKREP010/SIN/211,FIG044,"Aloka 200 4in1",43,12.00,18.75,1560.00,Samindu,C1,Aloka,"habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000051,"Hameeliyas Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/210,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000050,"Amila Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/209,FIG010,"Aloka 50 Exotic Flora",10,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000049,"Janith Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/208,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000047,"D. J. Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/207,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000048,"Jiwantha Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/207,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000048,"Jiwantha Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/206,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000045,"R. S Stose",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-05,KAKREP010/SIN/205,FIG021,"Samindu Six'O Premium",21,12.00,6.25,1350.00,Samindu,C1,"Luxury Range","habarana to sigiriya",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000292,"Sayuni Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-04,AWIREP006/SIN/88,FIG002,"Samindu 30 Royal Bouqet",2,12.00,9.72,260.01,Samindu,C1,"Samindu 30","WARAWALA TO BULATHKOHUPITIYA",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000075,"Dinudu Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-05-02,KAKREP010/SIN/204,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000371,"Palitha Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/204,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000371,"Palitha Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/204,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000371,"Palitha Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/203,FIG010,"Aloka 50 Exotic Flora",10,24.00,25.00,720.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000370,"Predip Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/203,FIG008,"Aloka 50 Garden Flora",8,36.00,25.00,1080.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000370,"Predip Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/203,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000370,"Predip Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/202,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000369,"Sudu Duwa Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/202,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000369,"Sudu Duwa Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/202,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000369,"Sudu Duwa Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/201,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000368,"Karunathilaka Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/200,FIG024,"Sri Rose",24,12.00,6.25,900.00,Samindu,C1,"Sri Range","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000295,"Vijerathna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/200,FIG010,"Aloka 50 Exotic Flora",10,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000295,"Vijerathna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/200,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000295,"Vijerathna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/199,FIG044,"Aloka 200 4in1",43,12.00,18.75,1560.00,Samindu,C1,Aloka,"kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000367,"Senawirathna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/198,FIG026,"Sri Frangipani",26,12.00,6.25,900.00,Samindu,C1,"Sri Range","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000246,"Nelum Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/197,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000245,"Aluth Kade",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/196,FIG011,"Aloka 50 Wild Blossom",11,12.00,31.25,330.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000241,"Nadeeshani Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/196,FIG010,"Aloka 50 Exotic Flora",10,12.00,31.25,330.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000241,"Nadeeshani Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/196,FIG009,"Aloka 50 Floral Bliss",9,24.00,31.25,660.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000241,"Nadeeshani Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/196,FIG008,"Aloka 50 Garden Flora",8,12.00,31.25,330.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000241,"Nadeeshani Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/196,FIG007,"Aloka 50 Tropical Flora",7,12.00,31.25,330.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000241,"Nadeeshani Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/195,FIG008,"Aloka 50 Garden Flora",8,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000240,"Jaya Gaga Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/194,FIG011,"Aloka 50 Wild Blossom",11,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000366,"Susila Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/193,FIG024,"Sri Rose",24,12.00,6.25,900.00,Samindu,C1,"Sri Range","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000294,"Rajapaksha Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/192,FIG010,"Aloka 50 Exotic Flora",10,12.00,12.50,420.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000365,"Indika Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/191,FIG028,"Sri Jesmin",28,12.00,6.25,900.00,Samindu,C1,"Sri Range","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000235,"Oshadi Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/190,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000234,"Inoka Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/190,FIG009,"Aloka 50 Floral Bliss",9,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000234,"Inoka Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/189,FIG044,"Aloka 200 4in1",43,6.00,12.50,840.00,Samindu,C1,Aloka,"kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000233,"Dimuthu Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/189,FIG038,"Sri Sambrani",37,12.00,6.25,720.00,Samindu,C1,"Incense Powder","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000233,"Dimuthu Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/188,FIG044,"Aloka 200 4in1",43,12.00,18.75,1560.00,Samindu,C1,Aloka,"kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000232,"Mithu Grocery",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/187,FIG044,"Aloka 200 4in1",43,6.00,18.75,780.00,Samindu,C1,Aloka,"kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000364,"Akh Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-04-30,AWIREP006/SIN/87,FIG002,"Samindu 30 Royal Bouqet",2,12.00,9.72,260.01,Samindu,C1,"Samindu 30","DEHIOWITA TO NOORI",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000060,"Gunawardana Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-30,AWIREP006/SIN/86,FIG002,"Samindu 30 Royal Bouqet",2,24.00,9.72,520.01,Samindu,C1,"Samindu 30","DEHIOWITA TO NOORI",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000056,"Udaha Kade",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-04-30,AWIREP006/SIN/85,FIG038,"Sri Sambrani",37,24.00,12.50,1344.00,Samindu,C1,"Incense Powder","DEHIOWITA TO NOORI",28,AWIREP006,"Awissawella Rep 06",AWIREP006-000064,"N. K. Stores",ASM,RSM,"G B S Somananda-Awissawella",sales
2025-05-02,KAKREP010/SIN/186,FIG010,"Aloka 50 Exotic Flora",10,24.00,25.00,720.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000231,"Dissanayaka Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/185,FIG008,"Aloka 50 Garden Flora",8,24.00,25.00,720.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000230,"Rajakaruna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-02,KAKREP010/SIN/185,FIG007,"Aloka 50 Tropical Flora",7,12.00,25.00,360.00,Samindu,C1,"Aloka 50","kalawawa adiyagala",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000230,"Rajakaruna Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/184,FIG044,"Aloka 200 4in1",43,12.00,18.75,1560.00,Samindu,C1,Aloka,"galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000282,"K D Grocery ",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/183,FIG044,"Aloka 200 4in1",43,12.00,18.75,1560.00,Samindu,C1,Aloka,"galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000281,"Sethmi Beheth Badu Kade ",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/182,FIG021,"Samindu Six'O Premium",21,12.00,6.25,1350.00,Samindu,C1,"Luxury Range","galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000176,"Ithiriya Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/182,FIG011,"Aloka 50 Wild Blossom",11,12.00,25.00,360.00,Samindu,C1,"Aloka 50","galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000176,"Ithiriya Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/182,FIG010,"Aloka 50 Exotic Flora",10,12.00,25.00,360.00,Samindu,C1,"Aloka 50","galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000176,"Ithiriya Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/182,FIG009,"Aloka 50 Floral Bliss",9,12.00,25.00,360.00,Samindu,C1,"Aloka 50","galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000176,"Ithiriya Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
2025-05-01,KAKREP010/SIN/182,FIG008,"Aloka 50 Garden Flora",8,12.00,25.00,360.00,Samindu,C1,"Aloka 50","galnawa to bulnawa",32,KAKREP010,"Kakirawa Rep 10",KAKREP010-000176,"Ithiriya Storse",ASM,RSM,"K M D Vimukthi Kumarasinghe-Kakirawa",sales
